Account ID,Account Type,Branch,Customer Type,Account Balance,KYC Status,Last Transaction Date,Email Contact Attempt,SMS Contact Attempt,Phone Call Attempt,Maturity Date,Account Status
ACC0243,Fixed Deposit,Al Ain,Youth,404042.44,Valid,2022-03-20,No,No,No,3/20/2027,Dormant
ACC0244,Savings/Call/Current,Sharjah,Corporate,414153.55,Expired,2023-08-09,Yes,Yes,No,,Active
ACC0245,Investment,Fujairah,VIP,424264.66,Valid,2021-12-05,No,Yes,Yes,,Dormant
ACC0246,Safe Deposit,Dubai,Youth,434375.77,Valid,2021-09-29,Yes,No,No,,Dormant
ACC0247,Fixed Deposit,Abu Dhabi,Corporate,444486.88,Expired,2022-01-19,No,No,Yes,1/19/2027,Dormant
ACC0248,Savings/Call/Current,Al Ain,VIP,454597.99,Valid,2021-04-15,Yes,Yes,Yes,,Dormant
ACC0249,Investment,Sharjah,Retail,464709.1,Expired,2023-11-18,No,Yes,No,,Active
ACC0250,Safe Deposit,Fujairah,Corporate,474820.21,Valid,2021-05-22,Yes,No,No,,Dormant
ACC0251,Fixed Deposit,Dubai,VIP,484931.32,Valid,2021-10-04,No,No,Yes,10/4/2026,Dormant
ACC0252,Savings/Call/Current,Abu Dhabi,Youth,495042.43,Expired,2022-02-11,Yes,Yes,No,,Dormant
ACC0253,Investment,Al Ain,Corporate,505153.54,Valid,2021-06-16,No,Yes,Yes,,Dormant
ACC0254,Safe Deposit,Sharjah,Retail,515264.65,Expired,2021-07-02,Yes,No,No,,Dormant
ACC0255,Fixed Deposit,Fujairah,Youth,525375.76,Valid,2022-03-27,No,No,No,3/27/2027,Dormant
ACC0256,Savings/Call/Current,Dubai,VIP,535486.87,Valid,2021-08-19,Yes,Yes,No,,Dormant
ACC0257,Investment,Abu Dhabi,Corporate,545597.98,Expired,2021-12-11,No,Yes,Yes,,Dormant
ACC0258,Safe Deposit,Al Ain,Youth,555709.09,Valid,2021-09-24,Yes,No,No,,Dormant
ACC0259,Fixed Deposit,Sharjah,VIP,565820.2,Expired,2022-01-13,No,No,Yes,1/13/2027,Dormant
ACC0260,Savings/Call/Current,Fujairah,Retail,575931.31,Valid,2021-04-06,Yes,Yes,Yes,,Dormant
ACC0261,Investment,Dubai,Youth,586042.42,Valid,2023-05-24,No,Yes,No,,Active
ACC0262,Safe Deposit,Abu Dhabi,VIP,596153.53,Expired,2021-05-29,Yes,No,No,,Dormant
ACC0263,Fixed Deposit,Al Ain,Corporate,606264.64,Valid,2021-10-07,No,No,Yes,10/7/2026,Dormant
ACC0264,Savings/Call/Current,Sharjah,Youth,616375.75,Expired,2022-02-24,Yes,Yes,No,,Dormant
ACC0265,Investment,Fujairah,Corporate,626486.86,Valid,2021-06-25,No,Yes,Yes,,Dormant
ACC0266,Safe Deposit,Dubai,Retail,636597.97,Valid,2021-07-11,Yes,No,No,,Dormant
ACC0267,Fixed Deposit,Abu Dhabi,Youth,646709.08,Expired,2022-03-13,No,No,No,3/13/2027,Dormant
ACC0268,Savings/Call/Current,Al Ain,VIP,656820.19,Valid,2021-08-30,Yes,Yes,No,,Dormant
ACC0269,Investment,Sharjah,Corporate,666931.3,Valid,2021-12-14,No,Yes,Yes,,Dormant
ACC0270,Safe Deposit,Fujairah,Youth,677042.41,Expired,2021-09-04,Yes,No,No,,Dormant
ACC0271,Fixed Deposit,Dubai,Retail,687153.52,Valid,2023-09-21,No,No,Yes,1/27/2027,Active
ACC0272,Savings/Call/Current,Abu Dhabi,VIP,697264.63,Expired,2021-04-26,Yes,Yes,Yes,,Dormant
ACC0273,Investment,Al Ain,Youth,707375.74,Valid,2021-11-17,No,Yes,No,,Dormant
ACC0274,Safe Deposit,Sharjah,Corporate,717486.85,Valid,2021-05-19,Yes,No,No,,Dormant
ACC0275,Fixed Deposit,Fujairah,VIP,727597.96,Expired,2021-10-23,No,No,Yes,10/23/2026,Dormant
ACC0276,Savings/Call/Current,Dubai,Youth,737709.07,Valid,2022-02-03,Yes,Yes,No,,Dormant
ACC0277,Investment,Abu Dhabi,Corporate,747820.18,Expired,2021-06-09,No,Yes,Yes,,Dormant
ACC0278,Safe Deposit,Al Ain,Retail,757931.29,Valid,2021-07-27,Yes,No,No,,Dormant
ACC0279,Fixed Deposit,Sharjah,Youth,768042.4,Valid,2022-03-11,No,No,No,3/11/2027,Dormant
ACC0280,Savings/Call/Current,Fujairah,VIP,778153.51,Expired,2021-08-24,Yes,Yes,No,,Dormant
ACC0281,Investment,Dubai,Retail,788264.62,Valid,2021-12-10,No,Yes,Yes,,Dormant
ACC0282,Safe Deposit,Abu Dhabi,Corporate,798375.73,Expired,2021-09-15,Yes,No,No,,Dormant
ACC0283,Fixed Deposit,Al Ain,VIP,808486.84,Valid,2023-09-13,No,No,Yes,1/30/2027,Active
ACC0284,Savings/Call/Current,Sharjah,Retail,818597.95,Valid,2021-04-09,Yes,Yes,Yes,,Dormant
ACC0285,Investment,Fujairah,Youth,828709.06,Expired,2021-11-24,No,Yes,No,,Dormant
ACC0286,Safe Deposit,Dubai,VIP,838820.17,Valid,2021-05-17,Yes,No,No,,Dormant
ACC0287,Fixed Deposit,Abu Dhabi,Retail,848931.28,Expired,2021-10-27,No,No,Yes,10/27/2026,Dormant
ACC0288,Savings/Call/Current,Al Ain,Corporate,859042.39,Valid,2022-02-07,Yes,Yes,No,,Dormant
ACC0289,Investment,Sharjah,Retail,869153.5,Valid,2021-06-02,No,Yes,Yes,,Dormant
ACC0290,Safe Deposit,Fujairah,Youth,879264.61,Expired,2021-07-20,Yes,No,No,,Dormant
ACC0291,Fixed Deposit,Dubai,Corporate,889375.72,Valid,2022-03-03,No,No,No,3/3/2027,Dormant
ACC0292,Savings/Call/Current,Abu Dhabi,Youth,899486.83,Expired,2021-08-16,Yes,Yes,No,,Dormant
ACC0293,Investment,Al Ain,VIP,909597.94,Valid,2021-12-27,No,Yes,Yes,,Dormant
ACC0294,Safe Deposit,Sharjah,Corporate,919709.05,Valid,2021-09-13,Yes,No,No,,Dormant
ACC0295,Fixed Deposit,Fujairah,VIP,929820.16,Expired,2022-01-07,No,No,Yes,1/7/2027,Dormant
ACC0296,Savings/Call/Current,Dubai,Retail,939931.27,Valid,2021-04-20,Yes,Yes,Yes,,Dormant
ACC0297,Investment,Abu Dhabi,Youth,950042.38,Expired,2021-11-06,No,Yes,No,,Dormant
ACC0298,Safe Deposit,Al Ain,Corporate,960153.49,Valid,2021-05-12,Yes,No,No,,Dormant
ACC0299,Fixed Deposit,Sharjah,Retail,970264.6,Valid,2021-10-10,No,No,Yes,10/10/2026,Dormant
ACC0300,Savings/Call/Current,Fujairah,Corporate,980375.71,Expired,2022-02-26,Yes,Yes,No,,Dormant
ACC0301,Investment,Dubai,VIP,990486.82,Valid,2021-06-23,No,Yes,Yes,,Dormant
ACC0302,Safe Deposit,Abu Dhabi,Retail,100597.93,Expired,2021-07-15,Yes,No,No,,Dormant
ACC0303,Fixed Deposit,Al Ain,Youth,110709.04,Valid,2022-03-19,No,No,No,3/19/2027,Dormant
ACC0304,Savings/Call/Current,Sharjah,Corporate,120820.15,Valid,2021-08-08,Yes,Yes,No,,Dormant
ACC0305,Investment,Fujairah,VIP,130931.26,Expired,2021-12-04,No,Yes,Yes,,Dormant
ACC0306,Safe Deposit,Dubai,Youth,141042.37,Valid,2021-09-30,Yes,No,No,,Dormant
ACC0307,Fixed Deposit,Abu Dhabi,Corporate,151153.48,Valid,2022-01-10,No,No,Yes,1/10/2027,Dormant
ACC0308,Savings/Call/Current,Al Ain,VIP,161264.59,Expired,2021-04-16,Yes,Yes,Yes,,Dormant
ACC0309,Investment,Sharjah,Retail,171375.7,Valid,2021-11-19,No,Yes,No,,Dormant
ACC0310,Safe Deposit,Fujairah,Corporate,181486.81,Valid,2021-05-23,Yes,No,No,,Dormant
ACC0311,Fixed Deposit,Dubai,VIP,191597.92,Expired,2021-10-03,No,No,Yes,10/3/2026,Dormant
ACC0312,Savings/Call/Current,Abu Dhabi,Youth,201709.03,Valid,2022-02-12,Yes,Yes,No,,Dormant
ACC0313,Investment,Al Ain,Corporate,211820.14,Expired,2021-06-18,No,Yes,Yes,,Dormant
ACC0314,Safe Deposit,Sharjah,Retail,221931.25,Valid,2021-07-04,Yes,No,No,,Dormant
ACC0315,Fixed Deposit,Fujairah,Youth,232042.36,Valid,2022-03-28,No,No,No,3/28/2027,Dormant
ACC0316,Savings/Call/Current,Dubai,VIP,242153.47,Expired,2021-08-21,Yes,Yes,No,,Dormant
ACC0317,Investment,Abu Dhabi,Corporate,252264.58,Valid,2021-12-12,No,Yes,Yes,,Dormant
ACC0318,Safe Deposit,Al Ain,Youth,262375.69,Valid,2021-09-25,Yes,No,No,,Dormant
ACC0319,Fixed Deposit,Sharjah,VIP,272486.8,Expired,2022-01-14,No,No,Yes,1/14/2027,Dormant
ACC0320,Savings/Call/Current,Fujairah,Retail,282597.91,Valid,2021-04-04,Yes,Yes,Yes,,Dormant
ACC0321,Investment,Dubai,Youth,292709.02,Expired,2021-11-01,No,Yes,No,,Dormant
ACC0322,Safe Deposit,Abu Dhabi,VIP,302820.13,Valid,2021-05-31,Yes,No,No,,Dormant
ACC0323,Fixed Deposit,Al Ain,Corporate,312931.24,Valid,2021-10-06,No,No,Yes,10/6/2026,Dormant
ACC0324,Savings/Call/Current,Sharjah,Youth,323042.35,Expired,2022-02-27,Yes,Yes,No,,Dormant
ACC0325,Investment,Fujairah,Corporate,333153.46,Valid,2021-06-28,No,Yes,Yes,,Dormant
ACC0326,Safe Deposit,Dubai,Retail,343264.57,Valid,2021-07-12,Yes,No,No,,Dormant
ACC0327,Fixed Deposit,Abu Dhabi,Youth,353375.68,Expired,2022-03-15,No,No,No,3/15/2027,Dormant
ACC0328,Savings/Call/Current,Al Ain,VIP,363486.79,Valid,2021-08-28,Yes,Yes,No,,Dormant
ACC0329,Investment,Sharjah,Corporate,373597.9,Valid,2021-12-13,No,Yes,Yes,,Dormant
ACC0330,Safe Deposit,Fujairah,Youth,383709.01,Expired,2021-09-02,Yes,No,No,,Dormant
ACC0331,Fixed Deposit,Dubai,Retail,393820.12,Valid,2022-01-29,No,No,Yes,1/29/2027,Dormant
ACC0332,Savings/Call/Current,Abu Dhabi,VIP,403931.23,Expired,2021-04-28,Yes,Yes,Yes,,Dormant
ACC0333,Investment,Al Ain,Youth,414042.34,Valid,2021-11-10,No,Yes,No,,Dormant
ACC0334,Safe Deposit,Sharjah,Corporate,424153.45,Valid,2021-05-21,Yes,No,No,,Dormant
ACC0335,Fixed Deposit,Fujairah,VIP,434264.56,Expired,2021-10-18,No,No,Yes,10/18/2026,Dormant
ACC0336,Savings/Call/Current,Dubai,Youth,444375.67,Valid,2022-02-08,Yes,Yes,No,,Dormant
ACC0337,Investment,Abu Dhabi,Corporate,454486.78,Expired,2021-06-10,No,Yes,Yes,,Dormant
ACC0338,Safe Deposit,Al Ain,Retail,464597.89,Valid,2021-07-26,Yes,No,No,,Dormant
ACC0339,Fixed Deposit,Sharjah,VIP,474709.0,Valid,2022-03-09,No,No,No,3/9/2027,Dormant
ACC0340,Savings/Call/Current,Fujairah,Retail,484820.11,Expired,2021-08-05,Yes,Yes,No,,Dormant
ACC0341,Investment,Dubai,Corporate,494931.22,Valid,2021-12-30,No,Yes,Yes,,Dormant
ACC0342,Safe Deposit,Abu Dhabi,VIP,505042.33,Valid,2021-09-01,Yes,No,No,,Dormant
ACC0343,Fixed Deposit,Al Ain,Retail,515153.44,Expired,2022-01-25,No,No,Yes,1/25/2027,Dormant
ACC0344,Savings/Call/Current,Sharjah,Youth,525264.55,Valid,2021-04-18,Yes,Yes,Yes,,Dormant
ACC0345,Investment,Fujairah,VIP,535375.66,Valid,2021-11-20,No,Yes,No,,Dormant
ACC0346,Safe Deposit,Dubai,Corporate,545486.77,Expired,2021-05-03,Yes,No,No,,Dormant
ACC0347,Fixed Deposit,Abu Dhabi,Youth,555597.88,Valid,2021-10-21,No,No,Yes,10/21/2026,Dormant
ACC0348,Savings/Call/Current,Al Ain,VIP,565709.99,Valid,2022-02-05,Yes,Yes,No,,Dormant
ACC0349,Investment,Sharjah,Corporate,575821.1,Expired,2021-06-06,No,Yes,Yes,,Dormant
ACC0350,Safe Deposit,Fujairah,Retail,585932.21,Valid,2021-07-18,Yes,No,No,,Dormant
ACC0351,Fixed Deposit,Dubai,Youth,596043.32,Valid,2022-03-04,No,No,No,3/4/2027,Dormant
ACC0352,Savings/Call/Current,Abu Dhabi,VIP,606154.43,Expired,2021-08-15,Yes,Yes,No,,Dormant
ACC0353,Investment,Al Ain,Retail,616265.54,Valid,2021-12-23,No,Yes,Yes,,Dormant
ACC0354,Safe Deposit,Sharjah,Youth,626376.65,Valid,2021-09-09,Yes,No,No,,Dormant
ACC0355,Fixed Deposit,Fujairah,Corporate,636487.76,Expired,2022-01-02,No,No,Yes,1/2/2027,Dormant
ACC0356,Savings/Call/Current,Dubai,VIP,646598.87,Valid,2021-04-23,Yes,Yes,Yes,,Dormant
ACC0357,Investment,Abu Dhabi,Retail,656709.98,Expired,2021-11-08,No,Yes,No,,Dormant
ACC0358,Safe Deposit,Al Ain,Corporate,666821.09,Valid,2021-05-07,Yes,No,No,,Dormant
ACC0359,Fixed Deposit,Sharjah,VIP,676932.2,Valid,2021-10-25,No,No,Yes,10/25/2026,Dormant
ACC0360,Savings/Call/Current,Fujairah,Youth,687043.31,Expired,2022-02-17,Yes,Yes,No,,Dormant
ACC0361,Investment,Dubai,Corporate,697154.42,Valid,2021-06-05,No,Yes,Yes,,Dormant
ACC0362,Safe Deposit,Abu Dhabi,Retail,707265.53,Expired,2021-07-17,Yes,No,No,,Dormant
ACC0363,Fixed Deposit,Al Ain,Youth,717376.64,Valid,2022-03-05,No,No,No,3/5/2027,Dormant
ACC0364,Savings/Call/Current,Sharjah,VIP,727487.75,Valid,2021-08-14,Yes,Yes,No,,Dormant
ACC0365,Investment,Fujairah,Retail,737598.86,Expired,2021-12-20,No,Yes,Yes,,Dormant
ACC0366,Safe Deposit,Dubai,Youth,747709.97,Valid,2021-09-07,Yes,No,No,,Dormant
ACC0367,Fixed Deposit,Abu Dhabi,Corporate,757821.08,Valid,2022-01-01,No,No,Yes,1/1/2027,Dormant
ACC0368,Savings/Call/Current,Al Ain,VIP,767932.19,Expired,2021-04-24,Yes,Yes,Yes,,Dormant
ACC0369,Investment,Sharjah,Retail,778043.3,Valid,2021-11-04,No,Yes,No,,Dormant
ACC0370,Safe Deposit,Fujairah,Corporate,788154.41,Valid,2021-05-06,Yes,No,No,,Dormant
ACC0371,Fixed Deposit,Dubai,VIP,798265.52,Expired,2021-10-29,No,No,Yes,10/29/2026,Dormant
ACC0372,Savings/Call/Current,Abu Dhabi,Youth,808376.63,Valid,2022-02-16,Yes,Yes,No,,Dormant
ACC0373,Investment,Al Ain,Corporate,818487.74,Expired,2021-06-04,No,Yes,Yes,,Dormant
ACC0374,Safe Deposit,Sharjah,Retail,828598.85,Valid,2021-07-19,Yes,No,No,,Dormant
ACC0375,Fixed Deposit,Fujairah,Youth,838709.96,Valid,2022-03-02,No,No,No,3/2/2027,Dormant
ACC0376,Savings/Call/Current,Dubai,VIP,848821.07,Expired,2021-08-13,Yes,Yes,No,,Dormant
ACC0377,Investment,Abu Dhabi,Corporate,858932.18,Valid,2021-12-19,No,Yes,Yes,,Dormant
ACC0378,Safe Deposit,Al Ain,Youth,869043.29,Valid,2021-09-06,Yes,No,No,,Dormant
ACC0379,Fixed Deposit,Sharjah,VIP,879154.4,Expired,2022-01-09,No,No,Yes,1/9/2027,Dormant
ACC0380,Savings/Call/Current,Fujairah,Retail,889265.51,Valid,2021-04-03,Yes,Yes,Yes,,Dormant
ACC0381,Investment,Dubai,Youth,899376.62,Expired,2021-11-22,No,Yes,No,,Dormant
ACC0382,Safe Deposit,Abu Dhabi,VIP,909487.73,Valid,2021-05-27,Yes,No,No,,Dormant
ACC0383,Fixed Deposit,Al Ain,Corporate,919598.84,Valid,2021-10-02,No,No,Yes,10/2/2026,Dormant
ACC0384,Savings/Call/Current,Sharjah,Youth,929709.95,Expired,2022-02-19,Yes,Yes,No,,Dormant
ACC0385,Investment,Fujairah,Corporate,939821.06,Valid,2021-06-11,No,Yes,Yes,,Dormant
ACC0386,Safe Deposit,Dubai,Retail,949932.17,Valid,2021-07-07,Yes,No,No,,Dormant
ACC0387,Fixed Deposit,Abu Dhabi,Youth,960043.28,Expired,2022-03-16,No,No,No,3/16/2027,Dormant
ACC0388,Savings/Call/Current,Al Ain,VIP,970154.39,Valid,2021-08-27,Yes,Yes,No,,Dormant
ACC0389,Investment,Sharjah,Corporate,980265.5,Valid,2021-12-18,No,Yes,Yes,,Dormant
ACC0390,Safe Deposit,Fujairah,Youth,990376.61,Expired,2021-09-18,Yes,No,No,,Dormant
ACC0391,Fixed Deposit,Dubai,Retail,100487.72,Valid,2022-01-22,No,No,Yes,1/22/2027,Dormant
ACC0392,Savings/Call/Current,Abu Dhabi,VIP,110598.83,Expired,2021-04-10,Yes,Yes,Yes,,Dormant
ACC0393,Investment,Al Ain,Youth,120709.94,Valid,2021-11-13,No,Yes,No,,Dormant
ACC0394,Safe Deposit,Sharjah,Corporate,130821.05,Valid,2021-05-25,Yes,No,No,,Dormant
ACC0395,Fixed Deposit,Fujairah,VIP,140932.16,Expired,2021-10-15,No,No,Yes,10/15/2026,Dormant
ACC0396,Savings/Call/Current,Dubai,Youth,151043.27,Valid,2022-02-14,Yes,Yes,No,,Dormant
ACC0397,Investment,Abu Dhabi,Corporate,161154.38,Expired,2021-06-14,No,Yes,Yes,,Dormant
ACC0398,Safe Deposit,Al Ain,Retail,171265.49,Valid,2021-07-06,Yes,No,No,,Dormant
ACC0399,Fixed Deposit,Sharjah,Youth,181376.6,Valid,2022-03-08,No,No,No,3/8/2027,Dormant
ACC0400,Savings/Call/Current,Fujairah,VIP,191487.71,Expired,2021-08-26,Yes,Yes,No,,Dormant
ACC0401,Investment,Dubai,Retail,201598.82,Valid,2021-12-17,No,Yes,Yes,,Dormant
ACC0402,Safe Deposit,Abu Dhabi,Corporate,211709.93,Expired,2021-09-17,Yes,No,No,,Dormant
ACC0403,Fixed Deposit,Al Ain,VIP,221821.04,Valid,2022-01-21,No,No,Yes,1/21/2027,Dormant
ACC0404,Savings/Call/Current,Sharjah,Retail,231932.15,Valid,2021-04-12,Yes,Yes,Yes,,Dormant
ACC0405,Investment,Fujairah,Youth,242043.26,Expired,2021-11-27,No,Yes,No,,Dormant
ACC0406,Safe Deposit,Dubai,VIP,252154.37,Valid,2021-05-15,Yes,No,No,,Dormant
ACC0407,Fixed Deposit,Abu Dhabi,Retail,262265.48,Valid,2021-10-13,No,No,Yes,10/13/2026,Dormant
ACC0408,Savings/Call/Current,Al Ain,Corporate,272376.59,Expired,2022-02-01,Yes,Yes,No,,Dormant
ACC0409,Investment,Sharjah,Corporate,282487.7,Valid,2021-06-27,No,Yes,Yes,,Dormant
ACC0410,Safe Deposit,Fujairah,Youth,292598.81,Valid,2021-07-09,Yes,No,No,,Dormant
ACC0411,Fixed Deposit,Dubai,Corporate,302709.92,Expired,2022-03-31,No,No,No,3/31/2027,Dormant
ACC0412,Savings/Call/Current,Abu Dhabi,Youth,312821.03,Valid,2021-08-22,Yes,Yes,No,,Dormant
ACC0413,Investment,Al Ain,VIP,322932.14,Expired,2021-12-03,No,Yes,Yes,,Dormant
ACC0414,Safe Deposit,Sharjah,Retail,333043.25,Valid,2021-09-28,Yes,No,No,,Dormant
ACC0415,Fixed Deposit,Fujairah,Corporate,343154.36,Valid,2022-01-16,No,No,Yes,1/16/2027,Dormant
ACC0416,Savings/Call/Current,Dubai,VIP,353265.47,Expired,2021-04-02,Yes,Yes,Yes,,Dormant
ACC0417,Investment,Abu Dhabi,Retail,363376.58,Valid,2021-11-25,No,Yes,No,,Dormant
ACC0418,Safe Deposit,Al Ain,Corporate,373487.69,Valid,2021-05-20,Yes,No,No,,Dormant
ACC0419,Fixed Deposit,Sharjah,VIP,383598.8,Expired,2021-10-16,No,No,Yes,10/16/2026,Dormant
ACC0420,Savings/Call/Current,Fujairah,Youth,393709.91,Valid,2022-02-18,Yes,Yes,No,,Dormant
ACC0421,Investment,Dubai,Corporate,403821.02,Expired,2021-06-12,No,Yes,Yes,,Dormant
ACC0422,Safe Deposit,Abu Dhabi,Retail,413932.13,Valid,2021-07-01,Yes,No,No,,Dormant
ACC0423,Fixed Deposit,Al Ain,Youth,424043.24,Valid,2022-03-18,No,No,No,3/18/2027,Dormant
ACC0424,Savings/Call/Current,Sharjah,VIP,434154.35,Expired,2021-08-12,Yes,Yes,No,,Dormant
ACC0425,Investment,Fujairah,Retail,444265.46,Valid,2021-12-26,No,Yes,Yes,,Dormant
ACC0426,Safe Deposit,Dubai,Youth,454376.57,Valid,2021-09-11,Yes,No,No,,Dormant
ACC0427,Fixed Deposit,Abu Dhabi,Corporate,464487.68,Expired,2024-10-15,No,No,Yes,1/24/2027,Active
ACC0428,Savings/Call/Current,Al Ain,VIP,474598.79,Valid,2021-04-13,Yes,Yes,Yes,,Dormant
ACC0429,Investment,Sharjah,Retail,484709.9,Expired,2021-11-14,No,Yes,No,,Dormant
ACC0430,Safe Deposit,Fujairah,Corporate,494821.01,Valid,2021-05-24,Yes,No,No,,Dormant
ACC0431,Fixed Deposit,Dubai,VIP,504932.12,Valid,2021-10-19,No,No,Yes,10/19/2026,Dormant
ACC0432,Savings/Call/Current,Abu Dhabi,Youth,515043.23,Expired,2022-02-10,Yes,Yes,No,,Dormant
ACC0433,Investment,Al Ain,Corporate,525154.34,Valid,2021-06-20,No,Yes,Yes,,Dormant
ACC0434,Safe Deposit,Sharjah,Retail,535265.45,Valid,2021-07-24,Yes,No,No,,Dormant
ACC0435,Fixed Deposit,Fujairah,Youth,545376.56,Expired,2022-03-17,No,No,No,3/17/2027,Dormant
ACC0436,Savings/Call/Current,Dubai,VIP,555487.67,Valid,2021-08-07,Yes,Yes,No,,Dormant
ACC0437,Investment,Abu Dhabi,Corporate,565598.78,Valid,2021-12-25,No,Yes,Yes,,Dormant
ACC0438,Safe Deposit,Al Ain,Youth,575709.89,Expired,2021-09-10,Yes,No,No,,Dormant
ACC0439,Fixed Deposit,Sharjah,VIP,585821.0,Valid,2022-01-23,No,No,Yes,1/23/2027,Dormant
ACC0440,Savings/Call/Current,Fujairah,Retail,595932.11,Valid,2021-04-14,Yes,Yes,Yes,,Dormant
ACC0441,Investment,Dubai,Youth,606043.22,Expired,2021-11-15,No,Yes,No,,Dormant
ACC0442,Safe Deposit,Abu Dhabi,VIP,616154.33,Valid,2021-05-25,Yes,No,No,,Dormant
ACC0443,Fixed Deposit,Al Ain,Corporate,626265.44,Valid,2021-10-28,No,No,Yes,10/28/2026,Dormant
ACC0444,Savings/Call/Current,Sharjah,Youth,636376.55,Expired,2022-02-06,Yes,Yes,No,,Dormant
ACC0445,Investment,Fujairah,Corporate,646487.66,Valid,2021-06-07,No,Yes,Yes,,Dormant
ACC0446,Safe Deposit,Dubai,Retail,656598.77,Expired,2021-07-13,Yes,No,No,,Dormant
ACC0447,Fixed Deposit,Abu Dhabi,Youth,666709.88,Valid,2022-03-21,No,No,No,3/21/2027,Dormant
ACC0448,Savings/Call/Current,Al Ain,VIP,676820.99,Valid,2021-08-25,Yes,Yes,No,,Dormant
ACC0449,Investment,Sharjah,Corporate,686932.1,Expired,2021-12-07,No,Yes,Yes,,Dormant
ACC0450,Safe Deposit,Fujairah,Youth,697043.21,Valid,2021-09-27,Yes,No,No,,Dormant
ACC0451,Fixed Deposit,Dubai,Retail,707154.32,Valid,2022-01-12,No,No,Yes,1/12/2027,Dormant
ACC0452,Savings/Call/Current,Abu Dhabi,VIP,717265.43,Expired,2021-04-01,Yes,Yes,Yes,,Dormant
ACC0453,Investment,Al Ain,Youth,727376.54,Valid,2021-11-26,No,Yes,No,,Dormant
ACC0454,Safe Deposit,Sharjah,Corporate,737487.65,Valid,2021-05-14,Yes,No,No,,Dormant
ACC0455,Fixed Deposit,Fujairah,VIP,747598.76,Expired,2021-10-20,No,No,Yes,10/20/2026,Dormant
ACC0456,Savings/Call/Current,Dubai,Youth,757709.87,Valid,2022-02-02,Yes,Yes,No,,Dormant
ACC0457,Investment,Abu Dhabi,Corporate,767820.98,Expired,2021-06-08,No,Yes,Yes,,Dormant
ACC0458,Safe Deposit,Al Ain,Retail,777932.09,Valid,2021-07-23,Yes,No,No,,Dormant
ACC0459,Fixed Deposit,Sharjah,Youth,788043.2,Valid,2022-03-10,No,No,No,3/10/2027,Dormant
ACC0460,Savings/Call/Current,Fujairah,VIP,798154.31,Expired,2021-08-20,Yes,Yes,No,,Dormant
ACC0461,Investment,Dubai,Retail,808265.42,Valid,2021-12-06,No,Yes,Yes,,Dormant
ACC0462,Safe Deposit,Abu Dhabi,Corporate,818376.53,Expired,2021-09-20,Yes,No,No,,Dormant
ACC0463,Fixed Deposit,Al Ain,VIP,828487.64,Valid,2022-01-28,No,No,Yes,1/28/2027,Dormant
ACC0464,Savings/Call/Current,Sharjah,Retail,838598.75,Valid,2021-04-22,Yes,Yes,Yes,,Dormant
ACC0465,Investment,Fujairah,Youth,848709.86,Expired,2021-11-07,No,Yes,No,,Dormant
ACC0466,Safe Deposit,Dubai,VIP,858820.97,Valid,2021-05-05,Yes,No,No,,Dormant
ACC0467,Fixed Deposit,Abu Dhabi,Retail,868932.08,Valid,2021-10-24,No,No,Yes,10/24/2026,Dormant
ACC0468,Savings/Call/Current,Al Ain,Corporate,879043.19,Expired,2022-02-09,Yes,Yes,No,,Dormant
ACC0469,Investment,Sharjah,Corporate,889154.3,Valid,2021-06-01,No,Yes,Yes,,Dormant
ACC0470,Safe Deposit,Fujairah,Youth,899265.41,Valid,2021-07-16,Yes,No,No,,Dormant
ACC0471,Fixed Deposit,Dubai,Corporate,909376.52,Expired,2022-03-07,No,No,No,3/7/2027,Dormant
ACC0472,Savings/Call/Current,Abu Dhabi,Youth,919487.63,Valid,2021-08-18,Yes,Yes,No,,Dormant
ACC0473,Investment,Al Ain,VIP,929598.74,Expired,2021-12-29,No,Yes,Yes,,Dormant
ACC0474,Safe Deposit,Sharjah,Retail,939709.85,Valid,2021-09-03,Yes,No,No,,Dormant
ACC0475,Fixed Deposit,Fujairah,Corporate,949820.96,Valid,2022-01-26,No,No,Yes,1/26/2027,Dormant
ACC0476,Savings/Call/Current,Dubai,VIP,959932.07,Expired,2021-04-17,Yes,Yes,Yes,,Dormant
ACC0477,Investment,Abu Dhabi,Retail,970043.18,Valid,2021-11-09,No,Yes,No,,Dormant
ACC0478,Safe Deposit,Al Ain,Corporate,980154.29,Expired,2021-05-08,Yes,No,No,,Dormant
ACC0479,Fixed Deposit,Sharjah,VIP,990265.4,Valid,2021-10-26,No,No,Yes,10/26/2026,Dormant
ACC0480,Savings/Call/Current,Fujairah,Youth,100376.51,Valid,2022-02-04,Yes,Yes,No,,Dormant
ACC0481,Investment,Dubai,Corporate,110487.62,Expired,2021-06-03,No,Yes,Yes,,Dormant
ACC0482,Safe Deposit,Abu Dhabi,Retail,120598.73,Valid,2021-07-28,Yes,No,No,,Dormant
ACC0483,Fixed Deposit,Al Ain,Youth,130709.84,Valid,2022-03-11,No,No,No,3/11/2027,Dormant
ACC0484,Savings/Call/Current,Sharjah,VIP,140820.95,Expired,2021-08-23,Yes,Yes,No,,Dormant
ACC0485,Investment,Fujairah,Retail,150932.06,Valid,2021-12-09,No,Yes,Yes,,Dormant
ACC0486,Safe Deposit,Dubai,Youth,161043.17,Valid,2021-09-14,Yes,No,No,,Dormant
ACC0487,Fixed Deposit,Abu Dhabi,Corporate,171154.28,Expired,2022-01-31,No,No,Yes,1/31/2027,Dormant
